"id","name","gng","etsng"
"4015","Порошки для бурения,полировки и шлифовки","","266141"
"4016","Сегменты шлифовальные","","266156"
"4017","Стекло техническое и строительное","","267002"
"4018","Блоки стеклянные","","267017"
"4019","Зеркала","","267021"
"4020","Кирпич стеклянный полый","","267036"
"4021","Крошка стеклянная","","267040"
"4022","Плиты и плитки стеклянные","","267055"
"4023","Смальта (стекло для мозаичных работ)","","267068"
"4024","Стекла автомобильные","","267074"
"4025","Стекла оптические и часовые","","267089"
"4026","Стекло 'Триплекс'","","267093"
"4027","Стекло для крыш,стен,потолков всякое","","267106"
"4028","Стекло зеркальное","","267110"
"4029","Стекло листовое,не поименованное в алфавите","","267125"
"4030","Стекло мусселиновое и настольное 'Фурко'","","267134"
"4031","Стекло техническое и строительное,не поименованное в алфавите","","267144"
"4032","Трубы стеклянные","","267159"
"4033","Изделия санитарные керамические","","268005"
"4034","Бачки смывные полуфарфоровые","","268010"
"4035","Бачки смывные фаянсовые","","268024"
"4036","Ванны фаянсовые","","268039"
"4037","Изделия санитарные из полуфарфора и фаянса,не поименованные в алфавите","","268043"
"4038","Раковины полуфарфоровые","","268058"
"4039","Умывальники фаянсовые","","268062"
"4040","Унитазы полуфарфоровые","","268077"
"4041","Унитазы фаянсовые","","268081"
"4042","Шлаки гранулированные","","270005"
"4046","Цемент","","280007"
"4050","Замазка цементная","","281014"
"4051","Кальматрон","","281029"
"4052","Портландцемент декоративный","","281033"
"4053","Портландцемент строительный","","281048"
"4054","Портландцемент строительный экспортный (БСС)","","281052"
"4056","Спеццемент для бурения","","281071"
"4057","Термоцемент","","281086"
"4058","Цемент водонепроницаемый расширяющийся","","281090"
"4059","Цемент всякий марки до М-400 в таре","","281103"
"4060","Цемент гипсоглиноземистый М-300,М-400","","281118"
"4061","Цемент глиноземистый разных марок","","281122"
"4062","Цемент тампонажный","","281137"
"4063","Цемент,не поименованный в алфавите","","281141"
"4064","Шлакопортландцемент М-200,М-300,М-400","","281156"
"4065","Флюсы","","290009"
"4066","Известняк для флюсования. доломит сырой","","291001"
"4067","Доломит для стекольной промышленности","","291016"
"4068","Доломит сырой металлургический","","291020"
"4069","Известняк для флюсования","","291035"
"4070","Добавки для производства цемента","","291049"
"4071","Флюсы,не поименованные в алфавите","","291054"
"4072","Гипс,известь и мел для флюсования","","292004"
"4073","Гипс для флюсования","","292019"
"4074","Известь для флюсования","","292023"
"4075","Мел для флюсования","","292038"
"4076","Огнеупоры,асбест,слюда","","300003"
"4077","Сырье огнеупорное и кислотоупорное","","301006"
"4078","Глина кислотоупорная и огнеупорная,не поименованная в алфавите","","301010"
"4079","Глины тугоплавкие","","301025"
"4080","Динас","","301032"
"4081","Дунит","","301044"
"4082","Кварциты,кроме бакальских,криворожских и КМА","","301059"
"4083","Лом огнеупорных изделий","","301063"
"4084","Магнезит сырой для производства огнеупорных материалов","","301078"
"4085","Оливинит","","301082"
"4086","Шамот кусковой","","301097"
"4087","Кирпич огнеупорный","","302009"
"4088","Кирпич динасовый","","302013"
"4089","Кирпич шамотный","","302028"
"4090","Кирпич кислотоупорный и огнеупорный (бокситовый,магнезитовый,сифонный,тальковый,фасонный,хромомагнезитовый и др.),не поименованный в алфавите","","302032"
"4091","Материалы и изделия огнеупорные и кислотоупорные,кроме кирпича огнеупорного","","303001"
"4092","Доломит обожженный металлургический","","303016"
"4093","Изделия андезитовые","","303020"
"4094","Изделия графитовые","","303035"
"4095","Изделия диатомовые,не поименованные в алфавите","","303048"
"4096","Изделия динасовые,не поименованные в алфавите","","303054"
"4097","Изделия кислотоупорные и огнеупорные,не поименованные в алфавите","","303069"
"4098","Изделия кислотоупорные неметаллические","","303073"
"4099","Изделия магнезито-хромитовые (перик-лазо-хромитовые)","","303088"
"4100","Изделия магнезитовые","","303092"
"4101","Изделия огнеупорные карбидкремниевые","","303105"
"4102","Изделия форстеритовые,кроме кирпича огнеупорного","","303114"
"4103","Изделия шамотные,не поименованные в алфавите","","303124"
"4104","Камень шамотный","","303139"
"4105","Литье диабазовое","","303143"
"4106","Мертели","","303158"
"4108","Муфели глиняные","","303177"
"4109","Пеношамот","","303181"
"4110","Плиты вулканитовые","","303196"
"4111","Плиты и плитки диабазовые огнеупорные","","303209"
"4112","Плиты и плитки магнезитовые","","303213"
"4113","Порошок асбошиферный","","303228"
"4114","Порошок дунитовый","","303232"
"4115","Порошок магнезитовый металлургический","","303247"
"4116","Порошок хромитовый огнеупорный","","303251"
"4117","Порошок шамотный всякий","","303266"
"4118","Сегменты диатомитовые","","303270"
"4119","Составы огнеупорные всякие","","303285"
"4120","Стеклобрус огнеупорный (брус каолиновый,муллитовый)","","303290"
"4121","Стержни селитовые","","303302"
"4122","Термоблок (камень цементно-диато-митошлаковый)","","303317"
"4123","Террафазерит","","303321"
"4124","Тигли графитовые огнеупорные","","303336"
"4125","Тигли керамические огнеупорные","","303340"
"4126","Тигли шамотные огнеупорные","","303355"
"4127","Электроды селитовые нагревательные","","303367"
"4128","Асбест и слюда","","304004"
"4131","Вермикулит (слюда)","","304023"
"4132","Галь асбестовая","","304038"
"4133","Глимер (слюда)","","304042"
"4134","Крошка слюдяная","","304057"
"4135","Мелочь слюдяная","","304061"
"4136","Миканит (слюда прессованная)","","304076"
"4137","Отходы асбестовые (крошка,пыль),не поименованные в алфавите","","304080"
"4138","Серпентиниты (отходы асбестовой промышленности)","","304095"
"4139","Слюда,не поименованная в алфавите","","304108"
"4140","Раздел 6. Продукция металлургической промышленности","","310000"
"4141","Металлы черные","","310005"
"4142","Чугун","","311008"
"4143","Чугун зеркальный","","311012"
"4144","Чугун литейный фосфористый","","311027"
"4145","Чугун литейный не поименованный в алфавите","","311031"
"4146","Чугун передельный высококачествен-ный","","311046"
"4147","Чугун литейный высокомарганцевистый","","311050"
"4148","Чугун передельный рядовой","","311065"
"4149","Чугун передельный фосфористый","","311071"
"4150","Чугун,не поименованный в алфавите","","311084"
"4151","Сталь в слитках","","312000"
"4152","Болванки стальные литые","","312015"
"4153","Слитки стальные блюминговые","","312024"
"4154","Слитки стальные весом до 3 т","","312034"
"4155","Слитки стальные шихтовые","","312049"
"4156","Слитки стальные,не поименованные в алфавите","","312053"
"4158","Биметаллы с основой из черных металлов","","313018"
"4159","Кремний кристаллический (ферросплав)","","313022"
"4160","Марганец металлический","","313037"
"4161","Силикокальций","","313041"
"4162","Силикомарганец","","313056"
"4163","Силикохром","","313060"
"4164","Ферросилиций с массовой долей кремния от 30 до 90 %","","313075"
"4165","Ферросплавы,не поименованные в алфавите","","313087"
"4166","Хром металлический","","313094"
"4167","Заготовки стальные","","314006"
"4168","Блюмсы","","314010"
"4169","Заготовка для переката качественная","","314025"
"4170","Заготовка для переката рядовая","","314030"
"4171","Заготовка осевая и кузнечная","","314044"
"4172","Заготовка стальная,не поименованная в алфавите","","314059"
"4173","Заготовка трубная","","314063"
"4174","Слябы (заготовки стальные)","","314078"
"4175","Сутунка","","314082"
"4176","Прочие черные металлы","","315009"
"4177","Металлы черные,не поименованные в алфавите","","315013"
"4178","Порошок железный","","315028"
"4179","Сталь 'Серебрянка'","","315032"
"4180","Лом черных металлов","","316001"
"4181","Брикеты из стальной стружки","","316016"
"4182","Брикеты из чугунной стружки","","316020"
"4183","Лом и отходы стальные негабаритные","","316035"
"4184","Лом и отходы чугунные негабаритные","","316045"
"4185","Лом стальной сборный","","316054"
"4186","Лом черных металлов для пакетирования","","316069"
"4187","Лом черных металлов,не поименованный в алфавите","","316073"
"4188","Обрезь черных металлов от прокатного производства","","316088"
"4189","Окалина черных металлов","","316092"
"4190","Пакеты из легковесных стальных отходов и лома","","316105"
"4191","Присад доменный","","316111"
"4192","Рельсы-лом","","316124"
"4193","Стружка доменная,мартеновская","","316139"
"4194","Стружка стальная вьюнообразная","","316143"
"4195","Стружка черных металлов,не поименованная в алфавите","","316158"
"4196","Шлак сварочный","","316162"
"4197","Опилки и стружки металлические,подверженные самонагреванию","","316177"
"4198","Прокат черных металлов","","320007"
"4199","Рельсы","","321000"
"4200","Рельсы металлические новые Р-50","","321014"
"4201","Рельсы металлические новые Р-65","","321029"
"4202","Рельсы металлические новые Р-75","","321033"
"4203","Рельсы металлические новые,не поименованные в алфавите","","321048"
"4204","Рельсы металлические старые","","321052"
"4205","Решетка путевая (звенья верхнего строения ж.д. пути на шпалах)","","321067"
"4206","Балки и швеллеры","","322002"
"4207","Балки и швеллеры N 10-12","","322017"
"4208","Балки и швеллеры N 14","","322021"
"4209","Балки и швеллеры N 16-18","","322036"
"4210","Балки и швеллеры N 20 и более","","322040"
"4211","Балки стальные несклепанные,не поименованные в алфавите","","322055"
"4212","Швеллеры 5,8","","322063"
"4213","Швеллеры 6,5","","322074"
"4214","Швеллеры металлические,не поименованные в алфавите","","322089"
"4215","Трубы из черных металлов","","323005"
"4216","Змеевики стальные","","323016"
"4217","Трубы бесшовные","","323024"
"4218","Трубы водогазо-проводные оцинкованные и их части","","323039"
"4219","Трубы водогазопроводные прочие и их части","","323043"
"4220","Трубы металлические,не поименованные в алфавите","","323058"
"4221","Трубы нержавеющие","","323062"
"4222","Трубы стальные сварные большого диаметра (400-1420 мм)","","323077"
"4223","Трубы стальные с неметаллическими покрытиями и их части","","323081"
"4224","Трубы чугунные и их части","","323096"
"4225","Прочие виды проката черных металлов","","324008"
"4226","Бандажи из черных металлов","","324012"
"4227","Жесть всякая","","324027"
"4228","Катанка стальная","","324031"
"4229","Колеса вагонные и локомотивные новые цельнокатанные","","324046"
"4230","Лента стальная горячекатаная","","324050"
"4231","Лента стальная холоднокатаная","","324065"
"4232","Металлопласт","","324079"
"4233","Полоса стальная всякая (сталь полосовая),не поименованная в алфавите","","324084"
"4234","Провод многожильный стальной","","324099"
"4235","Проволока стальная (в том числе покрытая другими металлами)","","324101"
"4236","Прокат черных металлов,не поименованный в алфавите","","324116"
"4237","Профили гнутые стальные","","324120"
"4238","Профили стальные фасонные высокой точности","","324135"
"4239","Сталь из прецизионных сплавов","","324145"
"4240","Сталь листовая кровельная,в том числе оцинкованная","","324154"
"4241","Сталь листовая,не поименованная в алфавите","","324169"
"4242","Сталь листовая трансформаторная","","324173"
"4243","Сталь сортовая","","324188"
"4244","Сталь тонколистовая","","324192"
"4245","Стойки рудничные металлические","","324205"
"4246","Шары стальные помольные","","324211"
"4247","Шпунты металлические","","324224"
"4248","Полосы и листы стальные (штрипсы) (заготовка для сварных труб)","","324239"
"4249","Штрипсы листовые","","324239"
"4250","Штрипсы сортовые","","324243"
"4251","Металлы цветные","","330009"
"4252","Металлы цветные и их сплавы","","331001"
"4253","Алюминий","","331016"
"4254","Алюминий порошок непокрытый","","331020"
"4255","Баббиты,не поименованные в алфавите","","331035"
"4256","Бавик (сплав цинковый)","","331040"
"4257","Биметалл с основой из цветных металлов","","331054"
"4258","Бронза","","331069"
"4260","Веркблей","","331088"
"4261","Висмут","","331092"
"4262","Вольфрам","","331105"
"4263","Галлий","","331116"
"4264","Гарт","","331124"
"4265","Гартблей","","331139"
"4266","Гафний","","331143"
"4268","Дюралюминий","","331162"
"4269","Индий","","331177"
"4270","Кадмий (металл)","","331181"
"4271","Кобальт","","331196"
"4272","Константан","","331209"
"4273","Латунь","","331213"
"4274","Лигатура цветных металлов","","331228"
"4275","Литий","","331232"
"4276","Магний-порошок","","331247"
"4277","Медь","","331251"
"4278","Мельхиор","","331266"
"4279","Металлы драгоценные и их сплавы,не поименованные в алфавите","","331270"
"4280","Металлы цветные в болванках,заготовках,слитках,чушках,не поименованные в алфавите","","331292"
"4281","Молибден металлический","","331302"
"4282","Никель","","331317"
"4283","Ниобий,порошок","","331321"
"4284","Нихром","","331336"
"4285","Олово","","331340"
"4286","Победит","","331355"
"4287","Порошки цветных металлов,не поименованных в алфавите","","331369"
"4288","Поталь","","331374"
"4289","Припои","","331389"
"4291","Свинец","","331406"
"4292","Селен технический,порошок","","331410"
"4293","Серебро сусальное","","331425"
"4294","Силумин","","331435"
"4295","Сплавы для подшипников","","331444"
"4296","Сплавы для типографских шрифтов","","331459"
"4297","Сурьма","","331463"
"4298","Сплавы цветных металлов в болванках,слитках,чушках,не поименованные в алфавите","","331478"
"4299","Таллий","","331482"
"4300","Теллур","","331497"
"4301","Термит","","331501"
"4302","Тиноль","","331514"
"4303","Титан губчатый","","331529"
"4304","Титано-вольфрам","","331533"
"4305","Томпак","","331548"
"4306","Цинк","","331552"
"4307","Цинк-порошок или цинк-пыль","","331567"
"4308","Цирконий сухой,в виде листов,полос или проволоки в бухтах","","331571"
"4309","Цирконий порошок,сухой","","331586"
"4310","Цирконий порошок,увлажненный","","331590"
"4311","Цирконий губчатый","","331603"
"4312","Молибдат аммония","","331618"
"4313","Альфенид","","331622"
"4314","Прокат цветных металлов","","332004"
"4315","Катанка алюминиевая,латунная,медная","","332019"
"4316","Проволока из цветных металлов неизолированная","","332023"
"4317","Прокат алюминиевый,не поименованый в алфавите","","332038"
"4318","Прокат биметаллов","","332042"
"4319","Прокат бронзовый","","332057"
"4320","Прокат ванадиевый","","332061"
"4321","Прокат вольфрамовый","","332076"
"4322","Прокат драгоценных металлов","","332080"
"4323","Прокат кадмиевый","","332095"
"4324","Прокат кобальтовый","","332108"
"4325","Прокат латунный,не поименованный в алфавите","","332112"
"4326","Прокат магниевый","","332127"
"4327","Прокат медно-никелевый","","332131"
"4328","Прокат медный,не поименованный в алфавите","","332146"
"4329","Прокат молибденовый","","332150"
"4330","Прокат никелевый","","332165"
"4331","Прокат оловянный","","332179"
"4332","Прокат свинцовый","","332184"
"4333","Прокат титановый","","332199"
"4334","Прокат цветных металлов,не поименованный в алфавите","","332201"
"4335","Прокат цинковый","","332216"
"4336","Профили из цветных металлов и их сплавов","","332220"
"4337","Прутки из цветных металлов","","332235"
"4338","Фольга","","332245"
"4339","Лом и отходы цветных металлов","","333007"
"4340","Гартцинк (изгарь цинковая)","","333011"
"4341","Изгарь цинковая (гартцинк)","","333011"
"4342","Глет аккумуляторного свинца","","333026"
"4343","Лом биметаллов с основой из цветных металлов","","333030"
"4344","Лом и отходы цветных металлов,не поименованные в алфавите","","333045"
"4345","Обрезки и обрубки цветных металлов","","333055"
"4346","Окалина цветных металлов","","333064"
"4347","Опилки цветных металлов","","333079"
"4348","Стружка цветных металлов и их сплавов","","333083"
"4350","Шлаки металлургические для переплавки","","340000"
"4354","Кеки (отходы концентратов цветных руд)","","341018"
"4355","Огарки железных руд","","341022"
"4356","Огарки колчеданные (пиритов)","","341037"
"4357","Огарки цветных руд","","341041"
"4358","Шлаки ванадиевого производства","","341056"
"4359","Шлаки магниевого производства","","341060"
"4360","Шлаки мартеновские","","341075"
"4361","Шлаки металлургические для переплавки не поименованные в алфавите","","341089"
"4362","Шлаки,содержащие цветные металлы","","341094"
"4363","Раздел 7. Продукция машиностроения, приборостроения и металлообрабатывающей промышленности","","350000"
"4364","Машины и оборудование,кроме машин сельскохозяйственных","","350002"
"4365","Машины,оборудование и их части,кроме машин сельскохозяйственных","","351005"
"4366","Вальцы всех видов металлические","","351018"
"4367","Кессоны","","351024"
"4368","Машины для землеройных и мелиоративных работ","","351039"
"4369","Бетоносмесители","","351043"
"4370","Бульдозеры","","351043"
"4371","Вибраторы строительные в таре","","351043"
"4372","Гидропульты в таре","","351043"
"4373","Грейдеры","","351043"
"4374","Грохоты","","351043"
"4375","Гудронаторы в таре","","351043"
"4376","Дробилки","","351043"
"4377","Канавокопатели","","351043"
"4378","Катки дорожные","","351043"
"4379","Копры","","351043"
"4380","Машины дорожные","","351043"
"4381","Машины и оборудование строительные,дорожные и торфяной промышленности","","351043"
"4382","Машины и оборудование строительные,дорожные и торфяной промышленности в таре","","351043"
"4383","Растворомешалки","","351043"
"4384","Скреперы","","351043"
"4385","Цемент-пушки","","351043"
"4386","Экскаваторы","","351043"
"4388","Насосы,не поименованные в алфавите","","351062"
"4389","Оборудование деревообрабатывающее и запасные части к нему","","351077"
"4390","Пилы электрические в таре","","351077"
"4391","Рамы лесопильные","","351077"
"4392","Станки деревообрабатывающие в таре","","351077"
"4393","Вышки и мачты буровые и геологоразведочные","","351081"
"4394","Драги","","351081"
"4395","Инструмент к буровому и нефтяному оборудованию в таре","","351081"
"4396","Комбайны,кроме сельскохозяйственных","","351081"
"4397","Крепь механизированная","","351081"
"4398","Машины врубовые и врубонавалочные в таре","","351081"
"4399","Оборудование горношахтное и запасные части к нему","","351081"
"4400","Станки буровые в таре","","351081"
"4401","Тараны гидравлические в таре","","351081"
"4402","Турбобуры в таре","","351081"
"4403","Установки для поискового бурения в таре","","351081"
"4404","Оборудование для валяльно-войлочной промышленности и запасные части к нему","","351096"
"4405","Машины оплеточные в таре","","351109"
"4406","Оборудование для кабельной промышленности и запасные части к нему","","351109"
"4407","Машины очистительные в таре","","351113"
"4408","Машины стержневые в таре","","351113"
"4409","Машины формовочные в таре","","351113"
"4410","Машины центробежные","","351113"
"4411","Оборудование для литейного производства и запасные части к нему","","351113"
"4412","Автоматы расфасовочно-упаковочные","","351128"
"4413","Аппараты сахароварочные в таре","","351128"
"4414","Аппараты тестоприготовительные","","351128"
"4415","Бураты мельничные","","351128"
"4416","Дежи","","351128"
"4417","Зернодавилки в таре","","351128"
"4418","Зернодробилки в таре","","351128"
"4419","Корнедробилки в таре","","351128"
"4420","Корнемойки в таре","","351128"
"4421","Корнерезки в таре","","351128"
"4422","Крупорушки в таре","","351128"
"4423","Мясорубки,кроме бытовых","","351128"
"4424","Оборудование для пищевой и мукомольной промышленности и запасные части к нему","","351128"
"4425","Пастеризаторы (машины для пастеризации молока)","","351128"
"4426","Прессы виноградные в таре","","351128"
"4427","Установки для мойки посуды","","351128"
"4428","Установки для разлива и укупорки пищевых продуктов","","351128"
"4429","Автоматы для продажи продуктов и товаров (воды,карандашей,масла,молока и др.)","","351132"
"4430","Аппараты тепловые,жарочные и пищеварочные","","351132"
"4431","Оборудование для предприятий торговли общественного питания и пищеблоков и запасные части к нему","","351132"
"4432","Плиты газовые,электрические и работающие на твердом топливе","","351132"
"4433","Сатураторы","","351132"
"4434","Автоматы для срезки наката с форматного барабана","","351147"
"4435","Волнировщики для листов в таре","","351147"
"4436","Голендоры в таре","","351147"
"4437","Конвейеры для твердения асбоцементных труб","","351147"
"4438","Машины асботрубные в таре","","351147"
"4439","Машины для правки металлических прокладок","","351147"
"4440","Машины листоформовочные шиферные","","351147"
"4441","Мешалки в таре","","351147"
"4442","Ножницы ротационные дисковые в таре","","351147"
"4443","Оборудование для производства асбоцементных изделий (асбошифера и асботруб) и запасные части к нему","","351147"
"4444","Разборщики стоп шифера в таре","","351147"
"4445","Станки для чистки прокладок в таре","","351147"
"4446","Агрегаты формовочно-прокатные в таре","","351151"
"4447","Бункера гипса","","351151"
"4448","Гипсомешалки в таре","","351151"
"4449","Котлы гипсосварочные","","351151"
"4450","Оборудование для производства гипса,гипсовых изделий и извести и запасные части к нему","","351151"
"4451","Пеномешалки в таре","","351151"
"4452","Питатели скребковые в таре","","351151"
"4453","Устройства загрузочные и выгрузочные известковых шахтовых печей","","351151"
"4454","Агрегаты формующие в таре","","351166"
"4455","Бетонораздатчики","","351166"
"4456","Бетоноукладчики","","351166"
"4457","Вибролотки","","351166"
"4458","Виброплощадки","","351166"
"4459","Виброштампы","","351166"
"4460","Гидродомкраты в таре","","351166"
"4461","Затворы секторные","","351166"
"4462","Машины для высадки анкерных головок","","351166"
"4463","Машины для гибки арматуры в таре","","351166"
"4464","Оборудование для производства железобетонных конструкций и деталей и запасные части к нему","","351166"
"4465","Питатели ложковые","","351166"
"4466","Посты для формовки","","351166"
"4467","Конвейеры для отливки умывальных столов","","351170"
"4468","Конвейеры для отливки умывальных столов в таре","","351170"
"4469","Конвейеры для отливки унитазов в таре","","351170"
"4470","Оборудование для производства керамических масс и керамики и запасные части к нему","","351170"
"4471","Сито для процеживания шликера","","351170"
"4472","Оборудование для производства пластмасс и запасные части к нему","","351185"
"4473","Автоматы резальные для черепицы в таре","","351194"
"4474","Агрегаты кирпиче-делательные в таре","","351194"
"4475","Глиномешалки в таре","","351194"
"4476","Дезинтеграторы в таре","","351194"
"4477","Котлы запарочные","","351194"
"4478","Оборудование для производства строительных материалов (кирпича и черепицы) и запасные части к нему","","351194"
"4479","Подаватели пластинчатые в таре","","351194"
"4480","Полуавтоматы для резки кирпича в таре","","351194"
"4481","Прессы для изготовления кирпича и черепицы в таре","","351194"
"4482","Снижатели гидравлические в таре","","351194"
"4483","Толкатели в таре","","351194"
"4484","Электротележки передаточные","","351194"
"4485","Агрегаты протекторные и камерные в таре","","351202"
"4486","Вулканизаторы форматоры в таре","","351202"
"4487","Каландры в таре","","351202"
"4488","Оборудование для резинотехнической промышленности и запасные части к нему","","351202"
"4489","Прессы вулканизационные в таре","","351202"
"4490","Прессы червячные в таре","","351202"
"4491","Резиносмесители в таре","","351202"
"4492","Станки для сборки покрышек в таре","","351202"
"4493","Машины автоматические выдувные для выработки бутылок,консервных банок и др.","","351217"
"4494","Оборудование для стекольно-ситалловой промышленности и запасные части к нему","","351217"
"4495","Машины вышивальные","","351221"
"4496","Машины вязальные","","351221"
"4497","Оборудование для текстильно-галантерейной промышленности и запасныечасти к нему","","351221"
"4498","Машины прядильные,крутильные для искусственных и натуральных волокон","","351236"
"4499","Машины трепальные,ровничные,чесальные для хлопка и шерсти","","351236"
"4500","Оборудование для текстильной промышленности и запасные части к нему","","351236"
"4501","Станки ткацкие в таре","","351236"
"4502","Автоматы круглочулочные в таре","","351240"
"4503","Машины трикотажные для выработки полотна в таре","","351240"
"4504","Оборудование для трикотажной промышленности и производства нетканых материалов и запасные части к нему","","351240"
"4505","Машины бумагоделательные в таре","","351255"
"4506","Машины для выработки древесноволокнистых плит","","351255"
"4507","Машины для отделки и упаковки бумаги и картона в таре","","351255"
"4508","Машины для приготовления бумажной массы в таре","","351255"
"4509","Оборудование для целлюлозно-бумажной промышленности и запасные части к нему","","351255"
"4510","Глиноболтушки в таре","","351260"
"4511","Глянуляторы тарельчатые","","351260"
"4512","Корпуса для цементных печей","","351260"
"4513","Мешалки быстроходные и крановые в таре","","351260"
"4514","Насосы шлаковые в таре","","351260"
"4515","Обечайки для цементных труб","","351260"
"4516","Оборудование для цементной промышленности и запасные части к нему","","351260"
"4517","Оборудование цементной промышленности и запасные части к нему","","351260"
"4518","Печи цементные вращающиеся","","351260"
"4519","Питатели камерные и шлаковые в таре","","351260"
"4520","Питатели колосниковые в таре","","351260"
"4521","Питатели цепные в таре","","351260"
"4522","Сепараторы цементные","","351260"
"4523","Устройства шаросортирующие в таре","","351260"
"4524","Фильтры для обезвоживания сжатого воздуха в таре","","351260"
"4525","Холодильники колосниковые","","351260"
"4526","Электрофильтры в таре","","351260"
"4527","Аппараты автогеносварочные в таре","","351274"
"4528","Блюминги","","351274"
"4529","Вакуум-прессы","","351274"
"4530","Валки стальные и чугунные прокатные","","351274"
"4531","Ковши литейные","","351274"
"4532","Оборудование для черной и цветной металлургии и запасные части к нему","","351274"
"4533","Сепараторы магнитные в таре","","351274"
"4534","Установки для разливки металла в таре","","351274"
"4535","Электропечи для плавки металла","","351274"
"4536","Машины ленточные закройные в таре","","351289"
"4537","Машины швейныепромышленные","","351289"
"4538","Оборудование для швейной промышленности и запасные части к нему","","351289"
"4539","Прессы гладильные в таре","","351289"
"4540","Аккумуляторы электрические тяговые для машин,оборудования,средств транспортирования","","351293"
"4541","Аппараты электросварочные в таре","","351293"
"4542","Батареи аккумуляторов","","351293"
"4543","Выключатели масляные","","351293"
"4544","Выпрямители ртутные и селеновые","","351293"
"4545","Двигатели (моторы) электрические в таре","","351293"
"4546","Конденсаторы","","351293"
"4547","Контакторы","","351293"
"4548","Моторы (двигатели) электрические в таре","","351293"
"4549","Оборудование электротехническое и запасные части к нему","","351293"
"4550","Печи электрические промышленные в таре","","351293"
"4551","Подстанции трансформаторные","","351293"
"4552","Пускатели магнитные","","351293"
"4553","Разъединители трехполосные в таре","","351293"
"4554","Реостаты в таре","","351293"
"4555","Роторы в таре","","351293"
"4556","Рубильники в таре","","351293"
"4557","Статоры в таре","","351293"
"4558","Трансформаторы в таре","","351293"
"4559","Турбомоторы в таре","","351293"
"4560","Электропушки в таре","","351293"
"4561","Ящики сопротивления","","351293"
"4562","Аппараты дезинфекционные в таре","","351306"
"4563","Бани дезинфекционные","","351306"
"4564","Бензоколонки","","351306"
"4565","Инструменты пневматические","","351306"
"4566","Инструменты электрические","","351306"
"4567","Коммутаторы","","351306"
"4568","Компостеры","","351306"
"4569","Крекенги","","351306"
"4570","Кресла операционные всякие","","351306"
"4571","Машины стиральные (кроме бытовых) в таре","","351306"
"4572","Оборудование и запасные части к нему и машины различного назначения","","351306"
"4573","Оборудование прочее,машины различного назначения и запасные части к нему","","351306"
"4574","Столы операционные","","351306"
"4575","Установка для испытания машин (стенды испытательные) в таре","","351306"
"4576","Центрифуги в таре","","351306"
"4577","Электродрели","","351306"
"4578","Электроключи","","351306"
"4579","Электромолотки в таре","","351306"
"4580","Машины для пристрочки подошв в таре","","351310"
"4581","Машины обтяжные в таре","","351310"
"4582","Оборудование кожевенно-обувное и запасные части к нему","","351310"
"4583","Прессы для вырубки деталей верха и низа обуви в таре","","351310"
"4584","Машины для уборки блоков в таре","","351325"
"4585","Машины камнерезные для добычи строительного камня и блоков","","351325"
"4586","Оборудование камнедобывающее и камнеобрабатывающее и запасные части к нему","","351325"
"4587","Станки вибрационные в таре","","351325"
"4588","Установки передвижные для изготовления грунтоблоков","","351325"
"4589","Агрегаты для беления и промывки тканей в таре","","351337"
"4590","Агрегаты красильные для ткани и трикотажного полотна","","351337"
"4591","Машины сушильные для волокна,пряжи и ткани в таре","","351337"
"4592","Машины чулочно-формовочные и чулочнокрасильные","","351337"
"4593","Оборудование красильно-отделочное и запасные части к нему","","351337"
"4594","Автоматы кузнечно-прессовые в таре","","351344"
"4595","Горны кузнечные в таре","","351344"
"4596","Машины ковочные в таре","","351344"
"4597","Молоты кузнечные","","351344"
"4598","Ножницы автоматические","","351344"
"4599","Оборудование кузнечно-прессовое и запасные части к нему","","351344"
"4600","Прессы кузнечные в таре","","351344"
"4601","Домкраты","","351359"
"4602","Дороги канатные подвесные в таре","","351359"
"4603","Зернопогрузчики в таре","","351359"
"4604","Конвейеры подъемно-транспортные в таре","","351359"
"4605","Кошки подъемно-транспортные","","351359"
"4606","Краны грузоподъемные всякие,кроме перевозимых на своих осях","","351359"
"4607","Лебедки в таре","","351359"
"4608","Лесопогрузчики","","351359"
